Text Hash,Text Indices
1001001111101011001101010001101111001111001100100111001011000011,0
1100001011000010111101011011111100111100110001100011111011011011,1
1101001101000110100101011011000001111011101001100001101111001010,2
1001001000011101100111011000010001100011011101100010001011011010,3
1110111010010101111111010010101100010010101101000011011111001111,4
1110011111111111111101010010100101111010101100100111101111001000,5
1100101110001001110101010010111110001011101100100010101011001110,6
1100011011011101111001010000001101001011100100101011101011101111,7
1101011001100111011101011000010001011100001001110011011111011101,8
1000011110110111111100010011101010000100101100100001100001001111,9
1111001010111110010101011010001101101110110101100010001011111100,"10, 29"
1111011101010111001101111010011011001000000111100111001101100101,11
1101101100100110010101011000001000011101001101100101111011001010,12
1100001001011101011101011011011101100010101100100010011111001110,13
0100011111011000111101001010111101011011110000100110111110101100,14
0100001001011001110101001010001101010000110100100011111110001000,15
1111011111010011011001010011011011010010100110100111111111100111,16
0100111000000101111101010011011001101010100110101111100110000000,17
0010101101010101111111001011000101110000100100100101101110011000,18
0100001011011001111111011011100101001010010100100010110011100110,19
0100111100010111011111010011001101101001100101101010101010000100,20
0100111000010101111111001001001101110000101101001111101010001100,21
1100011111010001011111011011101101011010010100100010111011100000,22
1100011111101001011101010011111001001011010001100010111011001110,23
1100111010011011010111010000111001001010101101101110101111011110,24
0101111000011100011101011011001101011010011100100110111011001001,25
1100001110011011100101011011001011011110100101100110101011111000,26
1001111100101100011111011001101101010001010101100111011011110111,27
1000111111010011010101010011101111001010111110100010101000001010,28
1000111111001001010000011010001110001000101101101000011011001001,30
1001001010101111011101011001001001100011101111101010000011000101,31
1101110011110001111001011011001011111101100101000010001011011011,32
1000110111010000011011011011010011101000101110100000001001010111,33
1100100111110101011011011011001011011000101011101010001000110111,34
1001001011110010111011111001011010111000101111100010100010011101,35
1101001011110001111101011001001011111111100101100010000010011011,36
1011000011011100011011011011011010111001100101100110001001000111,37
1101011111110001111111011011011011011000001001000010001110100011,38
1101011110110000111101011011001010010001101111100010001010010101,39
1111011101011010010011010011011101011100101111001010000101000111,40
1111101011110000111011011011011010111001101011101010001011011111,41
1101011110111001111101111001011011001001000111101010000010010110,42
1000011010010000011101011000011010101010101111100010101111111010,43
1001001111110111111001011001011011101001101101101001001011011101,44
1101000011100101010111011011001001011011001001110111011011000110,45
1101110011000111010001011011011011001010100011100011001101001010,46
1000000011010001011111011011001011011010000001001010001001100001,47
1000111010001001011111010011011011011000100011101011011101100101,48
1001001101011101010101010011001001111110001100100111001111010110,49
1100000110010100011111011011001011011111100000000010001001000010,50
1100011100100110010100011010011001000110110110100011001011010110,51
1100111110010110010001011011111101110101101101001001101011010100,52
1010000011111110110101010010011001001110101101100111011110010000,53
1111011111111010111000010010101101000100101001101110001011000011,54
1110011110011010010001010010110111100100011001100111001010010101,55
1100101000011001100111011011101011001011000100100110010111000100,56
1110011010101000111101010011101100011010101000000011100111101100,57
1110011000000001110111011011101101011000101100100111011011110101,58
1100001100010001110101011011111000011011010101100111101111100000,59
0111001011010001001111000011101000100011001101111001010111100110,60
1111001001011001110111011011001000011111000000000111001001000100,61
1101001101011001110101011010111111000100111000100111011010100111,62
1000111100101000001101010011001101000111000101101010000011011000,63
1100010001111100011101111011011011000111000000100010001011001100,64
1101100100101001001101111011001010010110000101100010000011000010,65
1101101100101010001101011011001011110110000111000010000011011110,66
1100000011000001101101010011001001011111000000100011101011001000,67
1110001110001000111111000010111000011000110110001100011111100110,68
1001011101110011011101000010111101000110110111100011011110000111,69
1000001100011100111111001011100001011001110100000101111111110111,70
1000011010001111110101010010100100011100001100100101111011001011,71
1100011101001010101101010011101011100000101111100011001011001000,72
1101101111010011010100100011101110111111111100101011101011011110,73
1101010010010111111111111011101001011011000100101011011110000110,74
1000000010001101010101010010011001110110011001100011001100001100,75
1100001111010011011101011011111000010010101111101110101011100110,76
1110001010011011011001010011001101011111000111100110001111000010,77
1000000010111011010001011010111001010011001111100110101010101111,78
1001000010101110010011010010001111000111001001100011011111001000,79
1100111111111011000101011011000101011110111100100011111011001000,80
1000011110010011011111010011100100011001110100010011111011101110,81
1001101010100000010001011011001101110111001101100010001011010010,82
1000000100000101001001001000011011101110000111110111000011101100,83
1101011110110011011101011010001111110111000111101011000011101111,84
1110011100110011011101010000001011010101000111100111000011101111,85
1100011100110111011100010001001110010111000101100001010011101110,86
1110001100110000111111101001001011011001000101110110010001011011,87
